transaction_id,sender_account,receiver_account,amount,timestamp,device_id
TXN-00051,ACC-N0211,ACC-N0032,4684.91,2026-01-02 02:33:07,DEV-adcc6
TXN-00052,ACC-N0126,ACC-N0013,4157.03,2026-01-02 02:39:08,DEV-d3c84
TXN-00053,ACC-D0007,ACC-N0041,184.55,2026-01-02 03:19:17,DEV-af056
TXN-00054,ACC-N0098,ACC-R0003,2508.49,2026-01-02 03:24:50,DEV-7822d
TXN-00055,ACC-N0183,ACC-N0016,3568.35,2026-01-02 03:36:36,DEV-28ce0
TXN-00056,ACC-N0214,ACC-N0226,1546.96,2026-01-02 03:41:55,DEV-be4fa
TXN-00057,ACC-N0031,ACC-N0083,1088.52,2026-01-02 04:02:29,DEV-188f7
TXN-00058,ACC-D0012,ACC-N0184,148.25,2026-01-02 04:33:49,DEV-68f8b
TXN-00059,ACC-N0107,ACC-N0249,902.4,2026-01-02 04:38:30,DEV-903c1
TXN-00060,ACC-N0064,ACC-N0182,959.02,2026-01-02 05:41:27,DEV-53f9a
TXN-00061,ACC-N0244,ACC-N0063,439.62,2026-01-02 06:38:19,DEV-8de15
TXN-00062,ACC-N0135,ACC-N0056,3954.61,2026-01-02 06:39:44,DEV-c6910
TXN-00063,ACC-N0125,ACC-N0040,3166.98,2026-01-02 06:41:02,DEV-a60a3
TXN-00064,ACC-N0042,ACC-N0211,1647.55,2026-01-02 06:44:03,DEV-94ae1
TXN-00065,ACC-N0237,ACC-N0116,2146.27,2026-01-02 06:58:48,DEV-a81fd
TXN-00066,ACC-N0038,ACC-N0085,2414.83,2026-01-02 07:53:49,DEV-a0c96
TXN-00067,ACC-N0166,ACC-N0062,3273.42,2026-01-02 08:01:42,DEV-1f350
TXN-00068,ACC-N0093,ACC-N0207,612.74,2026-01-02 09:08:03,DEV-7515c
TXN-00069,ACC-N0182,ACC-N0228,4456.33,2026-01-02 10:04:51,DEV-d3c84
TXN-00070,ACC-N0216,ACC-N0181,991.73,2026-01-02 10:15:06,DEV-30283
TXN-00071,ACC-N0163,ACC-D0012,3107.65,2026-01-02 10:17:50,DEV-4e0c4
TXN-00072,ACC-N0190,ACC-N0160,4484.31,2026-01-02 10:35:04,DEV-2a969
TXN-00073,ACC-N0263,ACC-N0165,2191.66,2026-01-02 10:36:21,DEV-af441
TXN-00074,ACC-N0098,ACC-D0001,1485.96,2026-01-02 10:38:45,DEV-e6817
TXN-00075,ACC-N0117,ACC-N0102,3502.02,2026-01-02 10:46:54,DEV-bc410
TXN-00076,ACC-N0083,ACC-N0235,539.59,2026-01-02 12:04:16,DEV-b1184
TXN-00077,ACC-N0126,ACC-N0170,2490.2,2026-01-02 12:45:57,DEV-1d666
TXN-00078,ACC-N0075,ACC-N0193,1006.22,2026-01-02 13:43:28,DEV-5f8c9
TXN-00079,ACC-N0178,ACC-N0264,3331.14,2026-01-02 14:13:55,DEV-75564
TXN-00080,ACC-N0058,ACC-N0013,2426.43,2026-01-02 16:10:13,DEV-389bd
TXN-00081,ACC-N0197,ACC-N0228,1919.12,2026-01-02 16:15:37,DEV-9f7fa
TXN-00082,ACC-N0004,ACC-N0174,1133.9,2026-01-02 16:18:35,DEV-a0c96
TXN-00083,ACC-N0097,ACC-N0139,257.66,2026-01-02 17:25:42,DEV-3a493
TXN-00084,ACC-N0234,ACC-N0114,3524.65,2026-01-02 17:36:30,DEV-e6817
TXN-00085,ACC-N0249,ACC-N0215,2253.09,2026-01-02 17:55:29,DEV-578cf
TXN-00086,ACC-N0080,ACC-N0221,1913.28,2026-01-02 18:18:59,DEV-d339b
TXN-00087,ACC-N0065,ACC-N0177,3724.62,2026-01-02 18:40:01,DEV-627f5
TXN-00088,ACC-N0185,ACC-N0169,2187.1,2026-01-02 19:46:31,DEV-b3b3b
TXN-00089,ACC-N0122,ACC-N0270,99.0,2026-01-02 21:25:47,DEV-5062a
TXN-00090,ACC-N0225,ACC-N0072,1895.07,2026-01-02 21:36:34,DEV-5f934
TXN-00091,ACC-N0156,ACC-N0090,286.23,2026-01-02 21:48:10,DEV-dd1a3
TXN-00092,ACC-N0034,ACC-N0017,4601.66,2026-01-02 21:51:05,DEV-40378
TXN-00093,ACC-N0034,ACC-N0062,2247.86,2026-01-02 23:14:16,DEV-dbde5
TXN-00094,ACC-N0217,ACC-N0179,4752.29,2026-01-02 23:48:39,DEV-8617d
TXN-00095,ACC-N0047,ACC-N0164,3010.7,2026-01-03 00:31:43,DEV-6b65e
TXN-00096,ACC-N0035,ACC-N0109,4683.51,2026-01-03 00:33:43,DEV-3a493
TXN-00097,ACC-N0215,ACC-N0249,2031.71,2026-01-03 01:33:11,DEV-adcc6
TXN-00098,ACC-N0258,ACC-N0050,3982.39,2026-01-03 02:35:30,DEV-8bfe9
TXN-00099,ACC-N0154,ACC-N0166,2441.24,2026-01-03 02:59:55,DEV-4b510
TXN-00100,ACC-N0001,ACC-N0089,2141.41,2026-01-03 03:15:57,DEV-735d0
TXN-00101,ACC-N0045,ACC-N0273,4799.56,2026-01-03 03:46:59,DEV-6377b
TXN-00102,ACC-N0145,ACC-N0128,3161.46,2026-01-03 03:47:09,DEV-a81fd
TXN-00103,ACC-N0064,ACC-N0167,4338.99,2026-01-03 06:18:19,DEV-e6817
TXN-00104,ACC-N0253,ACC-N0194,3751.46,2026-01-03 06:50:12,DEV-3a493
TXN-00105,ACC-D0006,ACC-N0252,6996.75,2026-01-03 06:58:17,DEV-d3120
TXN-00106,ACC-N0127,ACC-N0270,3926.11,2026-01-03 07:49:21,DEV-1d666
TXN-00107,ACC-N0209,ACC-R0012,1432.92,2026-01-03 07:51:05,DEV-c8956
TXN-00108,ACC-N0221,ACC-N0045,2341.67,2026-01-03 08:11:29,DEV-2074a
TXN-00109,ACC-N0153,ACC-D0012,4637.2,2026-01-03 08:13:54,DEV-5cb8a
TXN-00110,ACC-N0072,ACC-N0041,444.19,2026-01-03 08:28:54,DEV-6836a
TXN-00111,ACC-N0062,ACC-N0192,1512.61,2026-01-03 08:32:21,DEV-2cd73
TXN-00112,ACC-N0017,ACC-N0225,1003.0,2026-01-03 09:19:37,DEV-188f7
TXN-00113,ACC-N0167,ACC-N0066,301.92,2026-01-03 10:02:15,DEV-6b65e
TXN-00114,ACC-N0261,ACC-N0060,4513.68,2026-01-03 10:25:11,DEV-abec9
TXN-00115,ACC-N0055,ACC-N0193,3454.39,2026-01-03 10:43:09,DEV-ccc8d
TXN-00116,ACC-N0211,ACC-N0210,2798.96,2026-01-03 11:06:33,DEV-e950e
TXN-00117,ACC-N0256,ACC-N0181,4900.89,2026-01-03 11:47:07,DEV-3bd3b
TXN-00118,ACC-N0136,ACC-N0139,138.89,2026-01-03 12:49:45,DEV-50d8c
TXN-00119,ACC-N0210,ACC-N0048,4880.88,2026-01-03 13:27:33,DEV-8de15
TXN-00120,ACC-N0166,ACC-N0052,2306.56,2026-01-03 13:40:33,DEV-37642
TXN-00121,ACC-N0088,ACC-N0095,1361.56,2026-01-03 14:02:12,DEV-79b9f
TXN-00122,ACC-N0140,ACC-N0043,3950.45,2026-01-03 14:14:49,DEV-347bf
TXN-00123,ACC-N0269,ACC-N0097,4633.9,2026-01-03 14:23:38,DEV-4b510
TXN-00124,ACC-N0237,ACC-N0019,125.38,2026-01-03 14:25:43,DEV-e6817
TXN-00125,ACC-N0192,ACC-N0026,248.69,2026-01-03 14:33:34,DEV-b287e
TXN-00126,ACC-N0033,ACC-N0150,1181.55,2026-01-03 15:22:04,DEV-28ce0
TXN-00127,ACC-N0204,ACC-N0167,2492.14,2026-01-03 15:51:44,DEV-7e8e5
TXN-00128,ACC-N0181,ACC-N0177,907.72,2026-01-03 15:57:06,DEV-5cb8a
TXN-00129,ACC-N0212,ACC-N0184,1615.04,2026-01-03 16:01:07,DEV-5bad0
TXN-00130,ACC-N0245,ACC-N0054,1832.57,2026-01-03 16:28:36,DEV-e709f
TXN-00131,ACC-N0038,ACC-N0161,4016.23,2026-01-03 17:26:09,DEV-dc77b
TXN-00132,ACC-N0251,ACC-N0060,4339.37,2026-01-03 17:35:09,DEV-aa99e
TXN-00133,ACC-N0183,ACC-N0229,2892.15,2026-01-03 18:00:44,DEV-389bd
TXN-00134,ACC-N0087,ACC-N0194,3217.7,2026-01-03 18:29:21,DEV-db9de
TXN-00135,ACC-N0034,ACC-D0014,4266.81,2026-01-03 19:01:35,DEV-d7a64
TXN-00136,ACC-N0240,ACC-N0107,585.34,2026-01-03 19:10:22,DEV-a6fe4
TXN-00137,ACC-N0090,ACC-N0232,327.69,2026-01-03 20:17:16,DEV-389bd
TXN-00138,ACC-N0244,ACC-R0010,4899.32,2026-01-03 20:31:57,DEV-67233
TXN-00139,ACC-N0131,ACC-N0181,4262.94,2026-01-03 20:55:16,DEV-e709f
TXN-00140,ACC-N0057,ACC-N0267,1464.96,2026-01-03 21:28:54,DEV-32453
TXN-00141,ACC-N0234,ACC-N0216,792.63,2026-01-03 21:38:57,DEV-4b55d
TXN-00142,ACC-N0008,ACC-N0260,676.01,2026-01-03 22:41:16,DEV-4b510
TXN-00143,ACC-N0007,ACC-N0181,931.58,2026-01-03 23:00:05,DEV-40378
TXN-00144,ACC-N0081,ACC-N0043,1250.82,2026-01-03 23:31:29,DEV-1b5a6
TXN-00145,ACC-N0007,ACC-N0114,1382.01,2026-01-03 23:36:58,DEV-37642
TXN-00146,ACC-N0265,ACC-N0267,308.45,2026-01-03 23:40:48,DEV-a2794
TXN-00147,ACC-N0147,ACC-N0073,3001.58,2026-01-03 23:47:22,DEV-6d00f
TXN-00148,ACC-N0207,ACC-N0099,1211.87,2026-01-04 00:36:31,DEV-1dcc8
TXN-00149,ACC-N0129,ACC-N0072,3100.79,2026-01-04 00:42:47,DEV-dbde5
TXN-00150,ACC-D0003,ACC-N0219,73.01,2026-01-04 02:00:40,DEV-d7219
TXN-00151,ACC-N0133,ACC-N0026,361.36,2026-01-04 02:27:46,DEV-5bad0
TXN-00152,ACC-D0012,ACC-N0071,110.52,2026-01-04 04:00:52,DEV-7951a
TXN-00153,ACC-N0193,ACC-N0093,456.81,2026-01-04 05:48:45,DEV-abec9
TXN-00154,ACC-N0210,ACC-N0220,1582.04,2026-01-04 06:19:23,DEV-8617d
TXN-00155,ACC-N0064,ACC-N0104,3747.62,2026-01-04 07:46:52,DEV-7515c
TXN-00156,ACC-N0097,ACC-N0062,231.88,2026-01-04 08:26:08,DEV-1dcc8
TXN-00157,ACC-N0253,ACC-N0084,4969.94,2026-01-04 08:31:16,DEV-569f1
TXN-00158,ACC-D0011,ACC-N0064,7953.51,2026-01-04 12:10:14,DEV-af0e0
TXN-00159,ACC-N0138,ACC-N0253,4499.23,2026-01-04 12:37:25,DEV-e6817
TXN-00160,ACC-N0088,ACC-N0202,2055.45,2026-01-04 12:55:18,DEV-200ac
TXN-00161,ACC-N0149,ACC-N0106,4344.2,2026-01-04 13:15:54,DEV-5f934
TXN-00162,ACC-N0184,ACC-N0008,4049.84,2026-01-04 15:00:51,DEV-34f8a
TXN-00163,ACC-N0158,ACC-N0145,2277.57,2026-01-04 15:35:48,DEV-188f7
TXN-00164,ACC-N0022,ACC-N0061,3400.7,2026-01-04 15:37:55,DEV-52c18
TXN-00165,ACC-N0154,ACC-N0067,851.81,2026-01-04 15:57:09,DEV-a99cb
TXN-00166,ACC-N0195,ACC-N0264,2551.49,2026-01-04 16:07:25,DEV-b2f7c
TXN-00167,ACC-N0053,ACC-N0262,536.0,2026-01-04 17:38:48,DEV-52c18
TXN-00168,ACC-N0257,ACC-N0252,528.04,2026-01-04 17:39:57,DEV-5062a
TXN-00169,ACC-N0211,ACC-N0085,2961.15,2026-01-04 17:48:02,DEV-35bd4
TXN-00170,ACC-N0266,ACC-N0169,547.91,2026-01-04 17:55:41,DEV-ecbdd
TXN-00171,ACC-N0163,ACC-N0062,3056.69,2026-01-04 18:20:46,DEV-1a414
TXN-00172,ACC-N0055,ACC-N0219,4049.41,2026-01-04 18:49:59,DEV-55b6b
TXN-00173,ACC-N0212,ACC-N0126,4400.38,2026-01-04 18:50:48,DEV-eacba
TXN-00174,ACC-N0018,ACC-N0202,4536.22,2026-01-04 19:03:41,DEV-edf24
TXN-00175,ACC-N0210,ACC-N0109,1872.79,2026-01-04 19:32:07,DEV-2cd73
TXN-00176,ACC-N0026,ACC-N0111,1779.66,2026-01-04 20:08:08,DEV-52c18
TXN-00177,ACC-N0108,ACC-N0137,80.91,2026-01-04 21:28:00,DEV-5cc2a
TXN-00178,ACC-N0268,ACC-N0008,4689.62,2026-01-04 21:30:29,DEV-798df
TXN-00179,ACC-N0091,ACC-N0167,921.56,2026-01-04 21:42:58,DEV-193ea
TXN-00180,ACC-N0086,ACC-N0059,2567.38,2026-01-04 22:00:38,DEV-bc801
TXN-00181,ACC-N0083,ACC-N0163,4652.24,2026-01-04 23:17:17,DEV-83cfa
TXN-00182,ACC-N0075,ACC-N0200,4092.68,2026-01-04 23:51:30,DEV-26bbf
TXN-00183,ACC-N0207,ACC-N0008,4261.64,2026-01-04 23:58:07,DEV-be4fa
TXN-00184,ACC-N0094,ACC-N0176,2087.1,2026-01-05 00:40:21,DEV-7a1bc
TXN-00185,ACC-N0175,ACC-N0049,1945.73,2026-01-05 01:37:30,DEV-5fa18
TXN-00186,ACC-D0013,ACC-N0187,62.13,2026-01-05 01:46:55,DEV-baf7e
TXN-00187,ACC-N0070,ACC-N0183,1176.4,2026-01-05 02:30:48,DEV-7822d
TXN-00188,ACC-N0128,ACC-N0127,4729.52,2026-01-05 02:36:40,DEV-28ad5
TXN-00189,ACC-N0248,ACC-N0058,2612.5,2026-01-05 04:09:24,DEV-638cd
TXN-00190,ACC-N0174,ACC-N0262,823.42,2026-01-05 04:29:22,DEV-ed520
TXN-00191,ACC-N0075,ACC-N0089,1647.66,2026-01-05 05:58:54,DEV-e950e
TXN-00192,ACC-N0172,ACC-D0002,340.45,2026-01-05 06:20:56,DEV-94ae1
TXN-00193,ACC-D0010,ACC-N0108,556.35,2026-01-05 06:26:36,DEV-49a3d
TXN-00194,ACC-N0248,ACC-D0012,475.12,2026-01-05 06:37:56,DEV-1b5a6
TXN-00195,ACC-D0005,ACC-N0178,632.25,2026-01-05 06:50:34,DEV-a529e
TXN-00196,ACC-N0019,ACC-N0032,2981.93,2026-01-05 07:00:24,DEV-193ea
TXN-00197,ACC-N0064,ACC-N0253,4878.2,2026-01-05 07:14:00,DEV-3c28d
TXN-00198,ACC-N0104,ACC-N0117,4846.04,2026-01-05 08:28:35,DEV-e6f2c
TXN-00199,ACC-N0170,ACC-N0018,2090.62,2026-01-05 08:43:51,DEV-798df
TXN-00200,ACC-N0192,ACC-N0214,936.82,2026-01-05 09:02:23,DEV-578cf
TXN-00201,ACC-N0201,ACC-D0010,3585.87,2026-01-05 09:48:55,DEV-389bd
TXN-00202,ACC-N0093,ACC-N0171,2817.49,2026-01-05 10:23:43,DEV-638cd
TXN-00203,ACC-N0094,ACC-N0110,1805.21,2026-01-05 10:53:57,DEV-916af
TXN-00204,ACC-N0236,ACC-N0161,3000.65,2026-01-05 10:57:25,DEV-4b55d
TXN-00205,ACC-N0196,ACC-N0084,69.88,2026-01-05 11:21:23,DEV-e146d
TXN-00206,ACC-N0035,ACC-N0033,2946.69,2026-01-05 12:02:01,DEV-c45da
TXN-00207,ACC-N0126,ACC-D0009,4607.58,2026-01-05 12:12:52,DEV-2074a
TXN-00208,ACC-N0102,ACC-N0111,2144.26,2026-01-05 12:55:16,DEV-1dcc8
TXN-00209,ACC-N0112,ACC-N0144,2988.09,2026-01-05 13:47:19,DEV-39484
TXN-00210,ACC-N0256,ACC-N0092,2707.28,2026-01-05 13:57:32,DEV-cbf40
TXN-00211,ACC-N0192,ACC-N0232,508.53,2026-01-05 14:12:50,DEV-d197a
TXN-00212,ACC-N0050,ACC-R0007,2456.06,2026-01-05 14:42:30,DEV-dd1a3
TXN-00213,ACC-N0122,ACC-N0163,1353.94,2026-01-05 14:47:55,DEV-8b695
TXN-00214,ACC-N0193,ACC-N0035,1205.72,2026-01-05 14:48:41,DEV-3cfd3
TXN-00215,ACC-N0036,ACC-N0073,4960.14,2026-01-05 15:18:00,DEV-eacba
TXN-00216,ACC-N0135,ACC-N0149,2941.83,2026-01-05 16:28:41,DEV-50d8c
TXN-00217,ACC-N0183,ACC-N0057,1812.21,2026-01-05 16:58:10,DEV-33a7b
TXN-00218,ACC-N0261,ACC-N0144,1370.22,2026-01-05 17:32:36,DEV-ecbdd
TXN-00219,ACC-N0068,ACC-N0133,3532.51,2026-01-05 17:55:27,DEV-798df
TXN-00220,ACC-N0229,ACC-N0250,4413.58,2026-01-05 18:08:27,DEV-7db22
TXN-00221,ACC-N0057,ACC-N0059,2648.52,2026-01-05 18:12:52,DEV-98379
TXN-00222,ACC-N0082,ACC-N0023,1084.39,2026-01-05 18:21:24,DEV-c7ace
TXN-00223,ACC-N0055,ACC-N0171,2138.06,2026-01-05 18:54:59,DEV-798df
TXN-00224,ACC-N0084,ACC-R0001,2760.49,2026-01-05 19:17:21,DEV-28ad5
TXN-00225,ACC-N0258,ACC-N0027,4503.12,2026-01-05 19:20:19,DEV-28ce0
TXN-00226,ACC-D0009,ACC-N0255,5000.0,2026-01-05 19:28:34,DEV-c3fa9
TXN-00227,ACC-N0240,ACC-N0273,3616.18,2026-01-05 20:13:43,DEV-2cd73
TXN-00228,ACC-N0230,ACC-N0008,4582.02,2026-01-05 20:55:21,DEV-94ae1
TXN-00229,ACC-N0156,ACC-N0180,4985.11,2026-01-05 21:53:44,DEV-7951a
TXN-00230,ACC-N0003,ACC-N0181,2049.85,2026-01-05 22:08:11,DEV-edf24
TXN-00231,ACC-N0190,ACC-N0081,4708.4,2026-01-05 23:43:22,DEV-5715e
TXN-00232,ACC-N0019,ACC-N0148,3941.01,2026-01-05 23:43:56,DEV-e6b42
TXN-00233,ACC-N0117,ACC-N0096,3420.77,2026-01-06 00:42:51,DEV-a3eb4
TXN-00234,ACC-N0034,ACC-R0011,3453.8,2026-01-06 00:53:29,DEV-2fafd
TXN-00235,ACC-N0266,ACC-N0048,2540.47,2026-01-06 02:25:49,DEV-40378
TXN-00236,ACC-N0222,ACC-N0114,2603.63,2026-01-06 02:27:25,DEV-2a969
TXN-00237,ACC-N0085,ACC-N0269,3719.61,2026-01-06 02:37:51,DEV-a637c
TXN-00238,ACC-D0002,ACC-N0005,138.78,2026-01-06 04:08:15,DEV-b1184
TXN-00239,ACC-N0084,ACC-N0272,1605.21,2026-01-06 04:58:41,DEV-8c7cb
TXN-00240,ACC-N0154,ACC-N0257,1794.99,2026-01-06 05:08:24,DEV-bec8d
TXN-00241,ACC-N0096,ACC-N0076,921.82,2026-01-06 05:59:08,DEV-6b6e3
TXN-00242,ACC-D0004,ACC-N0052,2000.0,2026-01-06 07:12:41,DEV-735d0
TXN-00243,ACC-N0135,ACC-N0183,2165.04,2026-01-06 07:27:41,DEV-d8a38
TXN-00244,ACC-N0021,ACC-N0265,566.05,2026-01-06 07:54:12,DEV-2479d
TXN-00245,ACC-N0006,ACC-N0165,3942.55,2026-01-06 08:08:49,DEV-2a385
TXN-00246,ACC-N0184,ACC-N0068,4019.11,2026-01-06 08:34:59,DEV-bb263
TXN-00247,ACC-N0254,ACC-N0116,2999.34,2026-01-06 08:49:11,DEV-32947
TXN-00248,ACC-N0007,ACC-N0252,4235.51,2026-01-06 09:49:20,DEV-b1be6
TXN-00249,ACC-N0059,ACC-D0005,3012.06,2026-01-06 09:56:15,DEV-a99cb
TXN-00250,ACC-N0167,ACC-N0107,4406.07,2026-01-06 10:00:31,DEV-dd2ce
TXN-00251,ACC-N0112,ACC-R0002,100.69,2026-01-06 10:12:34,DEV-2a8db
TXN-00252,ACC-N0052,ACC-R0005,3761.48,2026-01-06 10:24:59,DEV-53f9a
TXN-00253,ACC-N0170,ACC-N0022,2348.78,2026-01-06 10:31:34,DEV-c766f
TXN-00254,ACC-N0039,ACC-N0192,2395.5,2026-01-06 11:06:53,DEV-6377b
TXN-00255,ACC-N0146,ACC-N0138,2956.41,2026-01-06 11:12:05,DEV-54022
TXN-00256,ACC-N0001,ACC-N0134,2682.66,2026-01-06 12:11:10,DEV-b1be6
TXN-00257,ACC-N0126,ACC-N0154,1527.19,2026-01-06 13:51:25,DEV-350d5
TXN-00258,ACC-N0200,ACC-N0237,3283.04,2026-01-06 14:04:03,DEV-46262
TXN-00259,ACC-N0086,ACC-N0028,3458.51,2026-01-06 14:07:45,DEV-34f8a
TXN-00260,ACC-N0217,ACC-N0129,2194.99,2026-01-06 14:24:59,DEV-350d5
TXN-00261,ACC-N0150,ACC-N0070,4360.25,2026-01-06 14:27:36,DEV-7db22
TXN-00262,ACC-N0207,ACC-R0011,4786.2,2026-01-06 14:29:56,DEV-ac375
TXN-00263,ACC-N0251,ACC-N0173,2707.35,2026-01-06 14:33:08,DEV-a60a3
TXN-00264,ACC-N0266,ACC-N0108,1833.46,2026-01-06 14:49:10,DEV-83cfa
TXN-00265,ACC-N0223,ACC-N0110,70.32,2026-01-06 15:02:10,DEV-30666
TXN-00266,ACC-N0188,ACC-N0171,3655.18,2026-01-06 15:07:05,DEV-9ce9d
TXN-00267,ACC-N0142,ACC-N0001,1732.68,2026-01-06 15:21:23,DEV-28ce0
TXN-00268,ACC-N0040,ACC-N0134,4439.94,2026-01-06 16:28:19,DEV-5f8c9
TXN-00269,ACC-N0272,ACC-N0224,4187.35,2026-01-06 16:33:28,DEV-aa99e
TXN-00270,ACC-N0095,ACC-N0038,1346.38,2026-01-06 17:48:10,DEV-849a7
TXN-00271,ACC-N0145,ACC-N0056,323.29,2026-01-06 18:05:58,DEV-d0a6f
TXN-00272,ACC-N0129,ACC-R0001,3088.07,2026-01-06 19:23:33,DEV-c034d
TXN-00273,ACC-N0243,ACC-N0246,2277.6,2026-01-06 19:28:12,DEV-9fde0
TXN-00274,ACC-N0143,ACC-N0055,84.29,2026-01-06 20:03:00,DEV-bc410
TXN-00275,ACC-N0120,ACC-N0262,1425.24,2026-01-06 21:28:41,DEV-7f1cb
TXN-00276,ACC-N0016,ACC-N0188,433.36,2026-01-06 21:41:21,DEV-772e2
TXN-00277,ACC-N0057,ACC-N0210,4177.57,2026-01-06 21:50:54,DEV-b45a0
TXN-00278,ACC-N0095,ACC-N0173,2743.86,2026-01-06 21:53:34,DEV-d0a6f
TXN-00279,ACC-N0195,ACC-N0085,2926.94,2026-01-06 22:00:38,DEV-33a7b
TXN-00280,ACC-N0246,ACC-N0099,3242.29,2026-01-06 22:24:18,DEV-a2753
TXN-00281,ACC-N0059,ACC-N0133,4497.78,2026-01-06 22:27:27,DEV-3bd3b
TXN-00282,ACC-N0096,ACC-N0010,2268.47,2026-01-06 23:09:31,DEV-52c18
